Running analysis with 1 processes, domains = ['con_z'], scorer = better

Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 00:07 s, Done: 13, Remaining: 14
Safe_volume: 0.0000% |                              | Time: 00:08 s, Done: 13, Remaining: 14
Safe_volume: 0.0000% |                              | Time: 00:08 s, Done: 14, Remaining: 15
Safe_volume: 0.0000% |                              | Time: 00:08 s, Done: 14, Remaining: 15
Safe_volume: 0.0000% |                              | Time: 00:08 s, Done: 15, Remaining: 16
Safe_volume: 0.0000% |                              | Time: 00:09 s, Done: 15, Remaining: 16
Safe_volume: 0.0000% |                              | Time: 00:09 s, Done: 16, Remaining: 17
Safe_volume: 0.0000% |                              | Time: 00:09 s, Done: 16, Remaining: 17
Safe_volume: 0.0000% |                              | Time: 00:09 s, Done: 17, Remaining: 18
Safe_volume: 0.0000% |                              | Time: 00:10 s, Done: 17, Remaining: 18
Safe_volume: 0.0000% |                              | Time: 00:10 s, Done: 18, Remaining: 19
Safe_volume: 0.0000% |                              | Time: 00:10 s, Done: 18, Remaining: 19
Safe_volume: 0.0000% |                              | Time: 00:10 s, Done: 19, Remaining: 20
Safe_volume: 0.0000% |                              | Time: 00:10 s, Done: 19, Remaining: 20
Safe_volume: 0.0000% |                              | Time: 00:10 s, Done: 20, Remaining: 21
Safe_volume: 0.0000% |                              | Time: 00:11 s, Done: 20, Remaining: 21
Safe_volume: 0.0000% |                              | Time: 00:11 s, Done: 21, Remaining: 22
Safe_volume: 0.0000% |                              | Time: 00:11 s, Done: 21, Remaining: 22
Safe_volume: 0.0000% |                              | Time: 00:11 s, Done: 22, Remaining: 23
Safe_volume: 0.0000% |                              | Time: 00:12 s, Done: 22, Remaining: 23
Safe_volume: 0.0000% |                              | Time: 00:12 s, Done: 23, Remaining: 24
Safe_volume: 0.0000% |                              | Time: 00:12 s, Done: 23, Remaining: 24
Safe_volume: 0.0000% |                              | Time: 00:12 s, Done: 24, Remaining: 25
Safe_volume: 0.0000% |                              | Time: 00:13 s, Done: 24, Remaining: 25
Safe_volume: 0.0000% |                              | Time: 00:13 s, Done: 25, Remaining: 26
Safe_volume: 0.0000% |                              | Time: 00:13 s, Done: 25, Remaining: 26
Safe_volume: 0.0000% |                              | Time: 00:13 s, Done: 26, Remaining: 27
Safe_volume: 0.0000% |                              | Time: 00:14 s, Done: 26, Remaining: 27
Safe_volume: 0.0000% |                              | Time: 00:14 s, Done: 27, Remaining: 28
Safe_volume: 0.0000% |                              | Time: 00:14 s, Done: 27, Remaining: 28
Safe_volume: 0.0000% |                              | Time: 00:14 s, Done: 28, Remaining: 29
Safe_volume: 0.0000% |                              | Time: 00:15 s, Done: 28, Remaining: 29
Safe_volume: 0.0000% |                              | Time: 00:15 s, Done: 29, Remaining: 30
Safe_volume: 0.0000% |                              | Time: 00:15 s, Done: 29, Remaining: 30
Safe_volume: 0.0000% |                              | Time: 00:15 s, Done: 30, Remaining: 31
Safe_volume: 0.0000% |                              | Time: 00:15 s, Done: 30, Remaining: 31
Safe_volume: 0.0000% |                              | Time: 00:15 s, Done: 31, Remaining: 32
Safe_volume: 0.0000% |                              | Time: 00:16 s, Done: 31, Remaining: 32
Safe_volume: 0.0000% |                              | Time: 00:16 s, Done: 32, Remaining: 33
Safe_volume: 0.0000% |                              | Time: 00:16 s, Done: 32, Remaining: 33
Safe_volume: 0.0000% |                              | Time: 00:16 s, Done: 33, Remaining: 34
Safe_volume: 0.0000% |                              | Time: 00:17 s, Done: 33, Remaining: 34
Safe_volume: 0.0000% |                              | Time: 00:17 s, Done: 34, Remaining: 35
Safe_volume: 0.0000% |                              | Time: 00:17 s, Done: 34, Remaining: 35
Safe_volume: 0.0000% |                              | Time: 00:17 s, Done: 35, Remaining: 36
Safe_volume: 0.0000% |                              | Time: 00:18 s, Done: 35, Remaining: 36
Safe_volume: 0.0000% |                              | Time: 00:18 s, Done: 36, Remaining: 37
Safe_volume: 0.0000% |                              | Time: 00:18 s, Done: 36, Remaining: 37
Safe_volume: 0.0000% |                              | Time: 00:18 s, Done: 37, Remaining: 38
Safe_volume: 0.0000% |                              | Time: 00:19 s, Done: 37, Remaining: 38
Safe_volume: 0.0000% |                              | Time: 00:19 s, Done: 38, Remaining: 39
Safe_volume: 0.0000% |                              | Time: 00:20 s, Done: 38, Remaining: 39
Safe_volume: 0.0000% |                              | Time: 00:20 s, Done: 39, Remaining: 40
Safe_volume: 0.0000% |                              | Time: 00:20 s, Done: 39, Remaining: 40
Safe_volume: 0.0000% |                              | Time: 00:20 s, Done: 40, Remaining: 41
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 40, Remaining: 41
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 41, Remaining: 42
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 41, Remaining: 42
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 42, Remaining: 43
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 42, Remaining: 43
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 43, Remaining: 44
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 43, Remaining: 44
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 44, Remaining: 45
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 44, Remaining: 45
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 45, Remaining: 46
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 45, Remaining: 46
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 46, Remaining: 47
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 46, Remaining: 47
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 47, Remaining: 48
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 47, Remaining: 48
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 48, Remaining: 49
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 48, Remaining: 49
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 49, Remaining: 50
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 49, Remaining: 50
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 50, Remaining: 51
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 50, Remaining: 51
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 51, Remaining: 52
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 51, Remaining: 52
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 52, Remaining: 53
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 52, Remaining: 53
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 53, Remaining: 54
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 53, Remaining: 54
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 54, Remaining: 55
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 54, Remaining: 55
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 55, Remaining: 56
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 55, Remaining: 56
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 56, Remaining: 57
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 56, Remaining: 57
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 57, Remaining: 58
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 57, Remaining: 58
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 58, Remaining: 59
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 58, Remaining: 59
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 59, Remaining: 60
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 59, Remaining: 60
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 60, Remaining: 61
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 60, Remaining: 61
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 61, Remaining: 62
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 61, Remaining: 62
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 62, Remaining: 63
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 62, Remaining: 63
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 63, Remaining: 64
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 63, Remaining: 64
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 64, Remaining: 65
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 64, Remaining: 65
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 65, Remaining: 66
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 65, Remaining: 66
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 66, Remaining: 67
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 66, Remaining: 67
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 67, Remaining: 68
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 67, Remaining: 68
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 68, Remaining: 69
Safe_volume: 0.0000% |                              | Time: 00:36 s, Done: 68, Remaining: 69
Safe_volume: 0.0000% |                              | Time: 00:36 s, Done: 69, Remaining: 70
Safe_volume: 0.0000% |                              | Time: 00:36 s, Done: 69, Remaining: 70
Safe_volume: 0.0000% |                              | Time: 00:36 s, Done: 70, Remaining: 71
Safe_volume: 0.0000% |                              | Time: 00:37 s, Done: 70, Remaining: 71
Safe_volume: 0.0000% |                              | Time: 00:37 s, Done: 71, Remaining: 72
Safe_volume: 0.0000% |                              | Time: 00:37 s, Done: 71, Remaining: 72
Safe_volume: 0.0000% |                              | Time: 00:37 s, Done: 72, Remaining: 73
Safe_volume: 0.0000% |                              | Time: 00:38 s, Done: 72, Remaining: 73
Safe_volume: 0.0000% |                              | Time: 00:38 s, Done: 73, Remaining: 74
Safe_volume: 0.0000% |                              | Time: 00:39 s, Done: 73, Remaining: 74
Safe_volume: 0.0000% |                              | Time: 00:39 s, Done: 74, Remaining: 75
Safe_volume: 0.0000% |                              | Time: 00:39 s, Done: 74, Remaining: 75
Safe_volume: 0.0000% |                              | Time: 00:39 s, Done: 75, Remaining: 76
Safe_volume: 0.0000% |                              | Time: 00:40 s, Done: 75, Remaining: 76
Safe_volume: 0.0000% |                              | Time: 00:40 s, Done: 76, Remaining: 77
Safe_volume: 0.0000% |                              | Time: 00:40 s, Done: 76, Remaining: 77
Safe_volume: 0.0000% |                              | Time: 00:40 s, Done: 77, Remaining: 78
Safe_volume: 0.0000% |                              | Time: 00:41 s, Done: 77, Remaining: 78
Safe_volume: 0.0000% |                              | Time: 00:41 s, Done: 78, Remaining: 79
Safe_volume: 0.0000% |                              | Time: 00:41 s, Done: 78, Remaining: 79
Safe_volume: 0.0000% |                              | Time: 00:41 s, Done: 79, Remaining: 80
Safe_volume: 0.0000% |                              | Time: 00:42 s, Done: 79, Remaining: 80
Safe_volume: 0.0000% |                              | Time: 00:42 s, Done: 80, Remaining: 81
Safe_volume: 0.0000% |                              | Time: 00:43 s, Done: 80, Remaining: 81
Safe_volume: 0.0000% |                              | Time: 00:43 s, Done: 81, Remaining: 82
Safe_volume: 0.0000% |                              | Time: 00:43 s, Done: 81, Remaining: 82
Safe_volume: 0.0000% |                              | Time: 00:43 s, Done: 82, Remaining: 83
Safe_volume: 0.0000% |                              | Time: 00:44 s, Done: 82, Remaining: 83
Safe_volume: 0.0000% |                              | Time: 00:44 s, Done: 83, Remaining: 84
Safe_volume: 0.0000% |                              | Time: 00:44 s, Done: 83, Remaining: 84
Safe_volume: 0.0000% |                              | Time: 00:44 s, Done: 84, Remaining: 85
Safe_volume: 0.0000% |                              | Time: 00:45 s, Done: 84, Remaining: 85
Safe_volume: 0.0000% |                              | Time: 00:45 s, Done: 85, Remaining: 86
Safe_volume: 0.0000% |                              | Time: 00:45 s, Done: 85, Remaining: 86
Safe_volume: 0.0000% |                              | Time: 00:45 s, Done: 86, Remaining: 87
Safe_volume: 0.0000% |                              | Time: 00:46 s, Done: 86, Remaining: 87
Safe_volume: 0.0000% |                              | Time: 00:46 s, Done: 87, Remaining: 88
Safe_volume: 0.0000% |                              | Time: 00:46 s, Done: 87, Remaining: 88
Safe_volume: 0.0000% |                              | Time: 00:46 s, Done: 88, Remaining: 89
Safe_volume: 0.0000% |                              | Time: 00:47 s, Done: 88, Remaining: 89
Safe_volume: 0.0000% |                              | Time: 00:47 s, Done: 89, Remaining: 90
Safe_volume: 0.0000% |                              | Time: 00:48 s, Done: 89, Remaining: 90
Safe_volume: 0.0000% |                              | Time: 00:48 s, Done: 90, Remaining: 91
Safe_volume: 0.0000% |                              | Time: 00:48 s, Done: 90, Remaining: 91
Safe_volume: 0.0000% |                              | Time: 00:48 s, Done: 91, Remaining: 92
Safe_volume: 0.0000% |                              | Time: 00:49 s, Done: 91, Remaining: 92
Safe_volume: 0.0000% |                              | Time: 00:49 s, Done: 92, Remaining: 93
Safe_volume: 0.0000% |                              | Time: 00:49 s, Done: 92, Remaining: 93
Safe_volume: 0.0000% |                              | Time: 00:49 s, Done: 93, Remaining: 94
Safe_volume: 0.0000% |                              | Time: 00:50 s, Done: 93, Remaining: 94
Safe_volume: 0.0000% |                              | Time: 00:50 s, Done: 94, Remaining: 95
Safe_volume: 0.0000% |                              | Time: 00:50 s, Done: 94, Remaining: 95
Safe_volume: 0.0000% |                              | Time: 00:50 s, Done: 95, Remaining: 96
Safe_volume: 0.0000% |                              | Time: 00:51 s, Done: 95, Remaining: 96
Safe_volume: 0.0000% |                              | Time: 00:51 s, Done: 96, Remaining: 97
Safe_volume: 0.0000% |                              | Time: 00:52 s, Done: 96, Remaining: 97
Safe_volume: 0.0000% |                              | Time: 00:52 s, Done: 97, Remaining: 98
Safe_volume: 0.0000% |                              | Time: 00:52 s, Done: 97, Remaining: 98
Safe_volume: 0.0000% |                              | Time: 00:52 s, Done: 98, Remaining: 99
Safe_volume: 0.0000% |                              | Time: 00:53 s, Done: 98, Remaining: 99
Safe_volume: 0.0000% |                              | Time: 00:53 s, Done: 99, Remaining: 100
Safe_volume: 0.0000% |                              | Time: 00:53 s, Done: 99, Remaining: 100
Safe_volume: 0.0000% |                              | Time: 00:53 s, Done: 100, Remaining: 101
Safe_volume: 0.0000% |                              | Time: 00:54 s, Done: 100, Remaining: 101
Safe_volume: 0.0000% |                              | Time: 00:54 s, Done: 101, Remaining: 102
Safe_volume: 0.0000% |                              | Time: 00:54 s, Done: 101, Remaining: 102
Safe_volume: 0.0000% |                              | Time: 00:54 s, Done: 102, Remaining: 103
Safe_volume: 0.0000% |                              | Time: 00:55 s, Done: 102, Remaining: 103
Safe_volume: 0.0000% |                              | Time: 00:55 s, Done: 103, Remaining: 104
Safe_volume: 0.0000% |                              | Time: 00:55 s, Done: 103, Remaining: 104
Safe_volume: 0.0000% |                              | Time: 00:55 s, Done: 104, Remaining: 105
Safe_volume: 0.0000% |                              | Time: 00:56 s, Done: 104, Remaining: 105
Safe_volume: 0.0000% |                              | Time: 00:56 s, Done: 105, Remaining: 106
Safe_volume: 0.0000% |                              | Time: 00:57 s, Done: 105, Remaining: 106
Safe_volume: 0.0000% |                              | Time: 00:57 s, Done: 106, Remaining: 107
Safe_volume: 0.0000% |                              | Time: 00:57 s, Done: 106, Remaining: 107
Safe_volume: 0.0000% |                              | Time: 00:57 s, Done: 107, Remaining: 108
Safe_volume: 0.0000% |                              | Time: 00:58 s, Done: 107, Remaining: 108
Safe_volume: 0.0000% |                              | Time: 00:58 s, Done: 108, Remaining: 109
Safe_volume: 0.0000% |                              | Time: 00:58 s, Done: 108, Remaining: 109
Safe_volume: 0.0000% |                              | Time: 00:58 s, Done: 109, Remaining: 110
Safe_volume: 0.0000% |                              | Time: 00:59 s, Done: 109, Remaining: 110
Safe_volume: 0.0000% |                              | Time: 00:59 s, Done: 110, Remaining: 111
Safe_volume: 0.0000% |                              | Time: 00:59 s, Done: 110, Remaining: 111
Safe_volume: 0.0000% |                              | Time: 00:59 s, Done: 111, Remaining: 112
Safe_volume: 0.0000% |                              | Time: 01:00 s, Done: 111, Remaining: 112
Safe_volume: 0.0000% |                              | Time: 01:00 s, Done: 112, Remaining: 113
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 112, Remaining: 113
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 113, Remaining: 114
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 113, Remaining: 114
Safe_volume: 0.0000% |                              | Time: 01:01 s, Done: 114, Remaining: 115
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 114, Remaining: 115
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 115, Remaining: 116
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 115, Remaining: 116
Safe_volume: 0.0000% |                              | Time: 01:02 s, Done: 116, Remaining: 117
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 116, Remaining: 117
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 117, Remaining: 118
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 117, Remaining: 118
Safe_volume: 0.0000% |                              | Time: 01:03 s, Done: 118, Remaining: 119
Safe_volume: 0.0000% |                              | Time: 01:04 s, Done: 118, Remaining: 119
Safe_volume: 0.0000% |                              | Time: 01:04 s, Done: 119, Remaining: 120
Safe_volume: 0.0000% |                              | Time: 01:05 s, Done: 119, Remaining: 120
Safe_volume: 0.0000% |                              | Time: 01:05 s, Done: 120, Remaining: 121
Safe_volume: 0.0000% |                              | Time: 01:05 s, Done: 120, Remaining: 121
Safe_volume: 0.0000% |                              | Time: 01:05 s, Done: 121, Remaining: 122
Safe_volume: 0.0000% |                              | Time: 01:06 s, Done: 121, Remaining: 122
Safe_volume: 0.0000% |                              | Time: 01:06 s, Done: 122, Remaining: 123
Safe_volume: 0.0000% |                              | Time: 01:06 s, Done: 122, Remaining: 123
Safe_volume: 0.0000% |                              | Time: 01:06 s, Done: 123, Remaining: 124
Safe_volume: 0.0000% |                              | Time: 01:07 s, Done: 123, Remaining: 124
Safe_volume: 0.0000% |                              | Time: 01:07 s, Done: 124, Remaining: 125
Safe_volume: 0.0000% |                              | Time: 01:07 s, Done: 124, Remaining: 125
Safe_volume: 0.0000% |                              | Time: 01:07 s, Done: 125, Remaining: 126
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 125, Remaining: 126
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 126, Remaining: 127
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 126, Remaining: 127
Safe_volume: 0.0000% |                              | Time: 01:08 s, Done: 127, Remaining: 128
Safe_volume: 0.7812% |▏                             | Time: 01:09 s, Done: 127, Remaining: 128
Safe_volume: 0.7812% |▏                             | Time: 01:09 s, Done: 128, Remaining: 127
Safe_volume: 1.5625% |▍                             | Time: 01:10 s, Done: 128, Remaining: 127
Safe_volume: 1.5625% |▍                             | Time: 01:10 s, Done: 129, Remaining: 126
Safe_volume: 2.3438% |▋                             | Time: 01:10 s, Done: 129, Remaining: 126
Safe_volume: 2.3438% |▋                             | Time: 01:10 s, Done: 130, Remaining: 125
Safe_volume: 3.1250% |▉                             | Time: 01:11 s, Done: 130, Remaining: 125
Safe_volume: 3.1250% |▉                             | Time: 01:11 s, Done: 131, Remaining: 124
Safe_volume: 3.9062% |█▏                            | Time: 01:12 s, Done: 131, Remaining: 124
Safe_volume: 3.9062% |█▏                            | Time: 01:12 s, Done: 132, Remaining: 123
Safe_volume: 4.6875% |█▍                            | Time: 01:12 s, Done: 132, Remaining: 123
Safe_volume: 4.6875% |█▍                            | Time: 01:12 s, Done: 133, Remaining: 122
Safe_volume: 5.4688% |█▋                            | Time: 01:13 s, Done: 133, Remaining: 122
Safe_volume: 5.4688% |█▋                            | Time: 01:13 s, Done: 134, Remaining: 121
Safe_volume: 6.2500% |█▉                            | Time: 01:14 s, Done: 134, Remaining: 121
Safe_volume: 6.2500% |█▉                            | Time: 01:14 s, Done: 135, Remaining: 120
Safe_volume: 7.0312% |██                            | Time: 01:14 s, Done: 135, Remaining: 120
Safe_volume: 7.0312% |██                            | Time: 01:14 s, Done: 136, Remaining: 119
Safe_volume: 7.8125% |██▎                           | Time: 01:15 s, Done: 136, Remaining: 119
Safe_volume: 7.8125% |██▎                           | Time: 01:15 s, Done: 137, Remaining: 118
Safe_volume: 8.5938% |██▌                           | Time: 01:16 s, Done: 137, Remaining: 118
Safe_volume: 8.5938% |██▌                           | Time: 01:16 s, Done: 138, Remaining: 117
Safe_volume: 9.3750% |██▊                           | Time: 01:16 s, Done: 138, Remaining: 117
Safe_volume: 9.3750% |██▊                           | Time: 01:16 s, Done: 139, Remaining: 116
Safe_volume: 10.1562% |███                           | Time: 01:17 s, Done: 139, Remaining: 116
Safe_volume: 10.1562% |███                           | Time: 01:17 s, Done: 140, Remaining: 115
Safe_volume: 10.9375% |███▎                          | Time: 01:18 s, Done: 140, Remaining: 115
Safe_volume: 10.9375% |███▎                          | Time: 01:18 s, Done: 141, Remaining: 114
Safe_volume: 11.7188% |███▌                          | Time: 01:18 s, Done: 141, Remaining: 114
Safe_volume: 11.7188% |███▌                          | Time: 01:18 s, Done: 142, Remaining: 113
Safe_volume: 12.5000% |███▊                          | Time: 01:19 s, Done: 142, Remaining: 113
Safe_volume: 12.5000% |███▊                          | Time: 01:19 s, Done: 143, Remaining: 112
Safe_volume: 13.2812% |███▉                          | Time: 01:19 s, Done: 143, Remaining: 112
Safe_volume: 13.2812% |███▉                          | Time: 01:19 s, Done: 144, Remaining: 111
Safe_volume: 14.0625% |████▏                         | Time: 01:20 s, Done: 144, Remaining: 111
Safe_volume: 14.0625% |████▏                         | Time: 01:20 s, Done: 145, Remaining: 110
Safe_volume: 14.8438% |████▍                         | Time: 01:21 s, Done: 145, Remaining: 110
Safe_volume: 14.8438% |████▍                         | Time: 01:21 s, Done: 146, Remaining: 109
Safe_volume: 15.6250% |████▋                         | Time: 01:21 s, Done: 146, Remaining: 109
Safe_volume: 15.6250% |████▋                         | Time: 01:21 s, Done: 147, Remaining: 108
Safe_volume: 16.4062% |████▉                         | Time: 01:22 s, Done: 147, Remaining: 108
Safe_volume: 16.4062% |████▉                         | Time: 01:22 s, Done: 148, Remaining: 107
Safe_volume: 17.1875% |█████▏                        | Time: 01:23 s, Done: 148, Remaining: 107
Safe_volume: 17.1875% |█████▏                        | Time: 01:23 s, Done: 149, Remaining: 106
Safe_volume: 17.9688% |█████▍                        | Time: 01:23 s, Done: 149, Remaining: 106
Safe_volume: 17.9688% |█████▍                        | Time: 01:23 s, Done: 150, Remaining: 105
Safe_volume: 18.7500% |█████▋                        | Time: 01:24 s, Done: 150, Remaining: 105
Safe_volume: 18.7500% |█████▋                        | Time: 01:24 s, Done: 151, Remaining: 104
Safe_volume: 19.5312% |█████▊                        | Time: 01:25 s, Done: 151, Remaining: 104
Safe_volume: 19.5312% |█████▊                        | Time: 01:25 s, Done: 152, Remaining: 103
Safe_volume: 20.3125% |██████                        | Time: 01:25 s, Done: 152, Remaining: 103
Safe_volume: 20.3125% |██████                        | Time: 01:25 s, Done: 153, Remaining: 102
Safe_volume: 21.0938% |██████▎                       | Time: 01:26 s, Done: 153, Remaining: 102
Safe_volume: 21.0938% |██████▎                       | Time: 01:26 s, Done: 154, Remaining: 101
Safe_volume: 21.8750% |██████▌                       | Time: 01:27 s, Done: 154, Remaining: 101
Safe_volume: 21.8750% |██████▌                       | Time: 01:27 s, Done: 155, Remaining: 100
Safe_volume: 22.6562% |██████▊                       | Time: 01:27 s, Done: 155, Remaining: 100
Safe_volume: 22.6562% |██████▊                       | Time: 01:27 s, Done: 156, Remaining: 99 
Safe_volume: 23.4375% |███████                       | Time: 01:28 s, Done: 156, Remaining: 99
Safe_volume: 23.4375% |███████                       | Time: 01:28 s, Done: 157, Remaining: 98
Safe_volume: 24.2188% |███████▎                      | Time: 01:28 s, Done: 157, Remaining: 98
Safe_volume: 24.2188% |███████▎                      | Time: 01:28 s, Done: 158, Remaining: 97
Safe_volume: 25.0000% |███████▌                      | Time: 01:29 s, Done: 158, Remaining: 97
Safe_volume: 25.0000% |███████▌                      | Time: 01:29 s, Done: 159, Remaining: 96
Safe_volume: 25.7812% |███████▋                      | Time: 01:30 s, Done: 159, Remaining: 96
Safe_volume: 25.7812% |███████▋                      | Time: 01:30 s, Done: 160, Remaining: 95
Safe_volume: 26.5625% |███████▉                      | Time: 01:30 s, Done: 160, Remaining: 95
Safe_volume: 26.5625% |███████▉                      | Time: 01:30 s, Done: 161, Remaining: 94
Safe_volume: 27.3438% |████████▏                     | Time: 01:31 s, Done: 161, Remaining: 94
Safe_volume: 27.3438% |████████▏                     | Time: 01:31 s, Done: 162, Remaining: 93
Safe_volume: 28.1250% |████████▍                     | Time: 01:32 s, Done: 162, Remaining: 93
Safe_volume: 28.1250% |████████▍                     | Time: 01:32 s, Done: 163, Remaining: 92
Safe_volume: 28.9062% |████████▋                     | Time: 01:32 s, Done: 163, Remaining: 92
Safe_volume: 28.9062% |████████▋                     | Time: 01:32 s, Done: 164, Remaining: 91
Safe_volume: 29.6875% |████████▉                     | Time: 01:33 s, Done: 164, Remaining: 91
Safe_volume: 29.6875% |████████▉                     | Time: 01:33 s, Done: 165, Remaining: 90
Safe_volume: 30.4688% |█████████▏                    | Time: 01:34 s, Done: 165, Remaining: 90
Safe_volume: 30.4688% |█████████▏                    | Time: 01:34 s, Done: 166, Remaining: 89
