Running analysis with 1 processes, domains = ['con_z'], scorer = better

Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 00:02 s, Done: 12, Remaining: 13
Safe_volume: 0.0000% |                              | Time: 00:02 s, Done: 12, Remaining: 13
Safe_volume: 0.0000% |                              | Time: 00:02 s, Done: 13, Remaining: 14
Safe_volume: 0.0000% |                              | Time: 00:02 s, Done: 13, Remaining: 14
Safe_volume: 0.0000% |                              | Time: 00:02 s, Done: 14, Remaining: 15
Safe_volume: 0.0000% |                              | Time: 00:02 s, Done: 14, Remaining: 15
Safe_volume: 0.0000% |                              | Time: 00:02 s, Done: 15, Remaining: 16
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 15, Remaining: 16
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 16, Remaining: 17
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 16, Remaining: 17
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 17, Remaining: 18
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 17, Remaining: 18
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 18, Remaining: 19
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 18, Remaining: 19
Safe_volume: 0.0000% |                              | Time: 00:03 s, Done: 19, Remaining: 20
Safe_volume: 0.0977% |                              | Time: 00:03 s, Done: 19, Remaining: 20
Safe_volume: 0.0977% |                              | Time: 00:03 s, Done: 20, Remaining: 19
Safe_volume: 0.0977% |                              | Time: 00:03 s, Done: 21, Remaining: 20
Safe_volume: 0.1953% |                              | Time: 00:04 s, Done: 21, Remaining: 20
Safe_volume: 0.1953% |                              | Time: 00:04 s, Done: 22, Remaining: 19
Safe_volume: 0.1953% |                              | Time: 00:04 s, Done: 23, Remaining: 20
Safe_volume: 0.2441% |                              | Time: 00:04 s, Done: 23, Remaining: 20
Safe_volume: 0.2441% |                              | Time: 00:04 s, Done: 24, Remaining: 19
Safe_volume: 0.2441% |                              | Time: 00:04 s, Done: 25, Remaining: 20
Safe_volume: 0.2930% |                              | Time: 00:04 s, Done: 25, Remaining: 20
Safe_volume: 0.2930% |                              | Time: 00:04 s, Done: 26, Remaining: 19
Safe_volume: 0.2930% |                              | Time: 00:04 s, Done: 27, Remaining: 20
Safe_volume: 0.2930% |                              | Time: 00:05 s, Done: 28, Remaining: 21
Safe_volume: 0.2930% |                              | Time: 00:05 s, Done: 29, Remaining: 22
Safe_volume: 0.2930% |                              | Time: 00:05 s, Done: 30, Remaining: 23
Safe_volume: 0.2930% |                              | Time: 00:05 s, Done: 31, Remaining: 24
Safe_volume: 0.3052% |                              | Time: 00:05 s, Done: 32, Remaining: 23
Safe_volume: 0.3052% |                              | Time: 00:06 s, Done: 33, Remaining: 24
Safe_volume: 0.3052% |                              | Time: 00:06 s, Done: 34, Remaining: 25
Safe_volume: 0.3113% |                              | Time: 00:06 s, Done: 34, Remaining: 25
Safe_volume: 0.3113% |                              | Time: 00:06 s, Done: 35, Remaining: 24
Safe_volume: 0.3113% |                              | Time: 00:06 s, Done: 36, Remaining: 25
Safe_volume: 0.3113% |                              | Time: 00:06 s, Done: 37, Remaining: 26
Safe_volume: 3.4363% |█                             | Time: 00:06 s, Done: 37, Remaining: 26
Safe_volume: 3.4363% |█                             | Time: 00:06 s, Done: 38, Remaining: 25
Safe_volume: 6.5613% |█▉                            | Time: 00:07 s, Done: 38, Remaining: 25
Safe_volume: 6.5613% |█▉                            | Time: 00:07 s, Done: 39, Remaining: 24
Safe_volume: 6.5613% |█▉                            | Time: 00:07 s, Done: 40, Remaining: 25
Safe_volume: 6.5735% |█▉                            | Time: 00:07 s, Done: 41, Remaining: 24
Safe_volume: 6.5735% |█▉                            | Time: 00:07 s, Done: 42, Remaining: 25
Safe_volume: 6.5735% |█▉                            | Time: 00:08 s, Done: 43, Remaining: 26
Safe_volume: 6.5735% |█▉                            | Time: 00:08 s, Done: 44, Remaining: 27
Safe_volume: 6.5735% |█▉                            | Time: 00:08 s, Done: 45, Remaining: 28
Safe_volume: 6.5735% |█▉                            | Time: 00:08 s, Done: 46, Remaining: 29
Safe_volume: 6.5796% |█▉                            | Time: 00:08 s, Done: 47, Remaining: 28
Safe_volume: 6.5796% |█▉                            | Time: 00:08 s, Done: 48, Remaining: 29
Safe_volume: 6.5796% |█▉                            | Time: 00:09 s, Done: 49, Remaining: 30
Safe_volume: 6.5796% |█▉                            | Time: 00:09 s, Done: 50, Remaining: 31
Safe_volume: 6.5796% |█▉                            | Time: 00:09 s, Done: 51, Remaining: 32
Safe_volume: 9.7046% |██▉                           | Time: 00:09 s, Done: 51, Remaining: 32
Safe_volume: 9.7046% |██▉                           | Time: 00:09 s, Done: 52, Remaining: 31
Safe_volume: 9.7046% |██▉                           | Time: 00:10 s, Done: 53, Remaining: 32
Safe_volume: 9.7046% |██▉                           | Time: 00:10 s, Done: 54, Remaining: 33
Safe_volume: 11.2671% |███▍                          | Time: 00:10 s, Done: 54, Remaining: 33
Safe_volume: 11.2671% |███▍                          | Time: 00:10 s, Done: 55, Remaining: 32
Safe_volume: 12.0483% |███▌                          | Time: 00:10 s, Done: 55, Remaining: 32
Safe_volume: 12.0483% |███▌                          | Time: 00:10 s, Done: 56, Remaining: 31
Safe_volume: 12.0483% |███▌                          | Time: 00:10 s, Done: 57, Remaining: 32
Safe_volume: 15.1733% |████▌                         | Time: 00:10 s, Done: 57, Remaining: 32
Safe_volume: 15.1733% |████▌                         | Time: 00:10 s, Done: 58, Remaining: 31
Safe_volume: 15.1733% |████▌                         | Time: 00:11 s, Done: 59, Remaining: 32
Safe_volume: 15.5640% |████▋                         | Time: 00:11 s, Done: 60, Remaining: 31
Safe_volume: 15.5640% |████▋                         | Time: 00:11 s, Done: 61, Remaining: 32
Safe_volume: 15.5640% |████▋                         | Time: 00:11 s, Done: 62, Remaining: 33
Safe_volume: 15.5640% |████▋                         | Time: 00:11 s, Done: 63, Remaining: 34
Safe_volume: 15.5640% |████▋                         | Time: 00:12 s, Done: 64, Remaining: 35
Safe_volume: 17.1265% |█████▏                        | Time: 00:12 s, Done: 64, Remaining: 35
Safe_volume: 17.1265% |█████▏                        | Time: 00:12 s, Done: 65, Remaining: 34
Safe_volume: 17.9077% |█████▎                        | Time: 00:12 s, Done: 65, Remaining: 34
Safe_volume: 17.9077% |█████▎                        | Time: 00:12 s, Done: 66, Remaining: 33
Safe_volume: 17.9077% |█████▎                        | Time: 00:13 s, Done: 67, Remaining: 34
Safe_volume: 17.9077% |█████▎                        | Time: 00:13 s, Done: 68, Remaining: 35
Safe_volume: 18.0054% |█████▍                        | Time: 00:13 s, Done: 69, Remaining: 34
Safe_volume: 18.0058% |█████▍                        | Time: 00:13 s, Done: 70, Remaining: 33
Safe_volume: 18.0061% |█████▍                        | Time: 00:13 s, Done: 71, Remaining: 32
Safe_volume: 18.0061% |█████▍                        | Time: 00:14 s, Done: 72, Remaining: 33
Safe_volume: 18.3968% |█████▌                        | Time: 00:14 s, Done: 73, Remaining: 32
Safe_volume: 18.4456% |█████▌                        | Time: 00:14 s, Done: 73, Remaining: 32
Safe_volume: 18.4456% |█████▌                        | Time: 00:14 s, Done: 74, Remaining: 31
Safe_volume: 18.4456% |█████▌                        | Time: 00:14 s, Done: 75, Remaining: 32
Safe_volume: 18.4456% |█████▌                        | Time: 00:15 s, Done: 76, Remaining: 33
Safe_volume: 18.4456% |█████▌                        | Time: 00:15 s, Done: 77, Remaining: 34
Safe_volume: 18.5432% |█████▌                        | Time: 00:15 s, Done: 77, Remaining: 34
Safe_volume: 18.5432% |█████▌                        | Time: 00:15 s, Done: 78, Remaining: 33
Safe_volume: 18.5432% |█████▌                        | Time: 00:16 s, Done: 79, Remaining: 34
Safe_volume: 18.5432% |█████▌                        | Time: 00:16 s, Done: 80, Remaining: 35
Safe_volume: 18.5432% |█████▌                        | Time: 00:16 s, Done: 81, Remaining: 36
Safe_volume: 18.5463% |█████▌                        | Time: 00:16 s, Done: 82, Remaining: 35
Safe_volume: 18.5493% |█████▌                        | Time: 00:17 s, Done: 83, Remaining: 34
Safe_volume: 18.5493% |█████▌                        | Time: 00:17 s, Done: 84, Remaining: 35
Safe_volume: 18.5493% |█████▌                        | Time: 00:18 s, Done: 85, Remaining: 36
Safe_volume: 18.5493% |█████▌                        | Time: 00:18 s, Done: 86, Remaining: 37
Safe_volume: 18.9400% |█████▋                        | Time: 00:18 s, Done: 86, Remaining: 37
Safe_volume: 18.9400% |█████▋                        | Time: 00:18 s, Done: 87, Remaining: 36
Safe_volume: 18.9644% |█████▋                        | Time: 00:18 s, Done: 87, Remaining: 36
Safe_volume: 18.9644% |█████▋                        | Time: 00:18 s, Done: 88, Remaining: 35
Safe_volume: 18.9644% |█████▋                        | Time: 00:18 s, Done: 89, Remaining: 36
Safe_volume: 19.1597% |█████▋                        | Time: 00:18 s, Done: 89, Remaining: 36
Safe_volume: 19.1597% |█████▋                        | Time: 00:18 s, Done: 90, Remaining: 35
Safe_volume: 19.1597% |█████▋                        | Time: 00:19 s, Done: 91, Remaining: 36
Safe_volume: 19.1597% |█████▋                        | Time: 00:19 s, Done: 92, Remaining: 37
Safe_volume: 19.5503% |█████▊                        | Time: 00:19 s, Done: 92, Remaining: 37
Safe_volume: 19.5503% |█████▊                        | Time: 00:19 s, Done: 93, Remaining: 36
Safe_volume: 19.5518% |█████▊                        | Time: 00:19 s, Done: 94, Remaining: 35
Safe_volume: 19.5534% |█████▊                        | Time: 00:19 s, Done: 95, Remaining: 34
Safe_volume: 19.7487% |█████▉                        | Time: 00:19 s, Done: 95, Remaining: 34
Safe_volume: 19.7487% |█████▉                        | Time: 00:19 s, Done: 96, Remaining: 33
Safe_volume: 19.7487% |█████▉                        | Time: 00:19 s, Done: 97, Remaining: 34
Safe_volume: 19.7487% |█████▉                        | Time: 00:20 s, Done: 98, Remaining: 35
Safe_volume: 19.7487% |█████▉                        | Time: 00:20 s, Done: 99, Remaining: 36
Safe_volume: 19.7975% |█████▉                        | Time: 00:20 s, Done: 100, Remaining: 35
Safe_volume: 19.7975% |█████▉                        | Time: 00:20 s, Done: 101, Remaining: 36
Safe_volume: 19.7975% |█████▉                        | Time: 00:20 s, Done: 102, Remaining: 37
Safe_volume: 19.8952% |█████▉                        | Time: 00:21 s, Done: 102, Remaining: 37
Safe_volume: 19.8952% |█████▉                        | Time: 00:21 s, Done: 103, Remaining: 36
Safe_volume: 19.8959% |█████▉                        | Time: 00:21 s, Done: 104, Remaining: 35
Safe_volume: 19.8967% |█████▉                        | Time: 00:21 s, Done: 105, Remaining: 34
Safe_volume: 19.9455% |█████▉                        | Time: 00:21 s, Done: 105, Remaining: 34
Safe_volume: 19.9455% |█████▉                        | Time: 00:21 s, Done: 106, Remaining: 33
Safe_volume: 19.9455% |█████▉                        | Time: 00:21 s, Done: 107, Remaining: 34
Safe_volume: 19.9944% |█████▉                        | Time: 00:21 s, Done: 107, Remaining: 34
Safe_volume: 19.9944% |█████▉                        | Time: 00:21 s, Done: 108, Remaining: 33
Safe_volume: 19.9944% |█████▉                        | Time: 00:21 s, Done: 109, Remaining: 34
Safe_volume: 19.9944% |█████▉                        | Time: 00:22 s, Done: 110, Remaining: 35
Safe_volume: 19.9944% |█████▉                        | Time: 00:22 s, Done: 111, Remaining: 36
Safe_volume: 20.0188% |██████                        | Time: 00:22 s, Done: 111, Remaining: 36
Safe_volume: 20.0188% |██████                        | Time: 00:22 s, Done: 112, Remaining: 35
Safe_volume: 20.0188% |██████                        | Time: 00:22 s, Done: 113, Remaining: 36
Safe_volume: 20.0188% |██████                        | Time: 00:22 s, Done: 114, Remaining: 37
Safe_volume: 20.0310% |██████                        | Time: 00:22 s, Done: 114, Remaining: 37
Safe_volume: 20.0310% |██████                        | Time: 00:22 s, Done: 115, Remaining: 36
Safe_volume: 20.0310% |██████                        | Time: 00:23 s, Done: 116, Remaining: 37
Safe_volume: 20.0432% |██████                        | Time: 00:23 s, Done: 116, Remaining: 37
Safe_volume: 20.0432% |██████                        | Time: 00:23 s, Done: 117, Remaining: 36
Safe_volume: 20.0436% |██████                        | Time: 00:23 s, Done: 118, Remaining: 35
Safe_volume: 20.0439% |██████                        | Time: 00:23 s, Done: 119, Remaining: 34
Safe_volume: 20.0684% |██████                        | Time: 00:23 s, Done: 119, Remaining: 34
Safe_volume: 20.0684% |██████                        | Time: 00:23 s, Done: 120, Remaining: 33
Safe_volume: 20.0684% |██████                        | Time: 00:23 s, Done: 121, Remaining: 34
Safe_volume: 20.0684% |██████                        | Time: 00:23 s, Done: 122, Remaining: 35
Safe_volume: 20.0684% |██████                        | Time: 00:23 s, Done: 123, Remaining: 36
Safe_volume: 20.0684% |██████                        | Time: 00:24 s, Done: 124, Remaining: 37
Safe_volume: 20.0806% |██████                        | Time: 00:24 s, Done: 124, Remaining: 37
Safe_volume: 20.0806% |██████                        | Time: 00:24 s, Done: 125, Remaining: 36
Safe_volume: 20.0806% |██████                        | Time: 00:24 s, Done: 126, Remaining: 37
Safe_volume: 20.0806% |██████                        | Time: 00:24 s, Done: 127, Remaining: 38
Safe_volume: 20.0806% |██████                        | Time: 00:24 s, Done: 128, Remaining: 39
Safe_volume: 20.1782% |██████                        | Time: 00:24 s, Done: 128, Remaining: 39
Safe_volume: 20.1782% |██████                        | Time: 00:24 s, Done: 129, Remaining: 38
Safe_volume: 20.1782% |██████                        | Time: 00:25 s, Done: 130, Remaining: 39
Safe_volume: 20.2759% |██████                        | Time: 00:25 s, Done: 130, Remaining: 39
Safe_volume: 20.2759% |██████                        | Time: 00:25 s, Done: 131, Remaining: 38
Safe_volume: 20.3247% |██████                        | Time: 00:25 s, Done: 131, Remaining: 38
Safe_volume: 20.3247% |██████                        | Time: 00:25 s, Done: 132, Remaining: 37
Safe_volume: 20.3247% |██████                        | Time: 00:25 s, Done: 133, Remaining: 38
Safe_volume: 20.3491% |██████                        | Time: 00:25 s, Done: 134, Remaining: 37
Safe_volume: 20.3491% |██████                        | Time: 00:25 s, Done: 135, Remaining: 38
Safe_volume: 20.3491% |██████                        | Time: 00:26 s, Done: 136, Remaining: 39
Safe_volume: 20.3491% |██████                        | Time: 00:26 s, Done: 137, Remaining: 40
Safe_volume: 20.3491% |██████                        | Time: 00:26 s, Done: 138, Remaining: 41
Safe_volume: 20.4468% |██████▏                       | Time: 00:26 s, Done: 138, Remaining: 41
Safe_volume: 20.4468% |██████▏                       | Time: 00:26 s, Done: 139, Remaining: 40
Safe_volume: 20.4468% |██████▏                       | Time: 00:26 s, Done: 140, Remaining: 41
Safe_volume: 20.4590% |██████▏                       | Time: 00:26 s, Done: 140, Remaining: 41
Safe_volume: 20.4590% |██████▏                       | Time: 00:26 s, Done: 141, Remaining: 40
Safe_volume: 20.4590% |██████▏                       | Time: 00:27 s, Done: 142, Remaining: 41
Safe_volume: 20.4590% |██████▏                       | Time: 00:27 s, Done: 143, Remaining: 42
Safe_volume: 20.4590% |██████▏                       | Time: 00:27 s, Done: 144, Remaining: 43
Safe_volume: 20.4590% |██████▏                       | Time: 00:27 s, Done: 145, Remaining: 44
Safe_volume: 20.4590% |██████▏                       | Time: 00:27 s, Done: 146, Remaining: 45
Safe_volume: 20.4590% |██████▏                       | Time: 00:28 s, Done: 147, Remaining: 46
Safe_volume: 20.4590% |██████▏                       | Time: 00:28 s, Done: 148, Remaining: 47
Safe_volume: 20.4590% |██████▏                       | Time: 00:28 s, Done: 149, Remaining: 48
Safe_volume: 20.4712% |██████▏                       | Time: 00:28 s, Done: 149, Remaining: 48
Safe_volume: 20.4712% |██████▏                       | Time: 00:28 s, Done: 150, Remaining: 47
Safe_volume: 20.4712% |██████▏                       | Time: 00:28 s, Done: 151, Remaining: 48
Safe_volume: 20.4712% |██████▏                       | Time: 00:28 s, Done: 152, Remaining: 49
Safe_volume: 45.4712% |█████████████▋                | Time: 00:29 s, Done: 152, Remaining: 49
Safe_volume: 45.4712% |█████████████▋                | Time: 00:29 s, Done: 153, Remaining: 48
Safe_volume: 45.4712% |█████████████▋                | Time: 00:29 s, Done: 154, Remaining: 49
Safe_volume: 45.4712% |█████████████▋                | Time: 00:29 s, Done: 155, Remaining: 50
Safe_volume: 45.4712% |█████████████▋                | Time: 00:29 s, Done: 156, Remaining: 51
Safe_volume: 45.4956% |█████████████▋                | Time: 00:29 s, Done: 157, Remaining: 50
Safe_volume: 45.4956% |█████████████▋                | Time: 00:29 s, Done: 158, Remaining: 51
Safe_volume: 45.5017% |█████████████▋                | Time: 00:29 s, Done: 159, Remaining: 50
Safe_volume: 45.5017% |█████████████▋                | Time: 00:30 s, Done: 159, Remaining: 50
Safe_volume: 45.5017% |█████████████▋                | Time: 00:30 s, Done: 160, Remaining: 51
Safe_volume: 45.5078% |█████████████▋                | Time: 00:30 s, Done: 161, Remaining: 50
Safe_volume: 45.5078% |█████████████▋                | Time: 00:30 s, Done: 162, Remaining: 51
Safe_volume: 45.5078% |█████████████▋                | Time: 00:30 s, Done: 163, Remaining: 52
Safe_volume: 45.5139% |█████████████▋                | Time: 00:30 s, Done: 164, Remaining: 51
Safe_volume: 45.5200% |█████████████▋                | Time: 00:30 s, Done: 165, Remaining: 50
Safe_volume: 45.5200% |█████████████▋                | Time: 00:31 s, Done: 166, Remaining: 51
Safe_volume: 45.5261% |█████████████▋                | Time: 00:31 s, Done: 167, Remaining: 50
Safe_volume: 45.5261% |█████████████▋                | Time: 00:31 s, Done: 168, Remaining: 51
Safe_volume: 45.5292% |█████████████▋                | Time: 00:31 s, Done: 169, Remaining: 50
Safe_volume: 45.5292% |█████████████▋                | Time: 00:31 s, Done: 170, Remaining: 51
Safe_volume: 45.5292% |█████████████▋                | Time: 00:31 s, Done: 171, Remaining: 52
Safe_volume: 45.5292% |█████████████▋                | Time: 00:32 s, Done: 172, Remaining: 53
Safe_volume: 45.5536% |█████████████▋                | Time: 00:32 s, Done: 173, Remaining: 52
Safe_volume: 45.5536% |█████████████▋                | Time: 00:32 s, Done: 174, Remaining: 53
Safe_volume: 45.5536% |█████████████▋                | Time: 00:32 s, Done: 175, Remaining: 54
Safe_volume: 45.5536% |█████████████▋                | Time: 00:32 s, Done: 176, Remaining: 55
Safe_volume: 45.5536% |█████████████▋                | Time: 00:32 s, Done: 177, Remaining: 56
Safe_volume: 45.5536% |█████████████▋                | Time: 00:33 s, Done: 178, Remaining: 57
Safe_volume: 45.5658% |█████████████▋                | Time: 00:33 s, Done: 179, Remaining: 56
Safe_volume: 45.5658% |█████████████▋                | Time: 00:33 s, Done: 180, Remaining: 57
Safe_volume: 45.5688% |█████████████▋                | Time: 00:33 s, Done: 181, Remaining: 56
Safe_volume: 45.5688% |█████████████▋                | Time: 00:33 s, Done: 182, Remaining: 57
Safe_volume: 45.5750% |█████████████▋                | Time: 00:33 s, Done: 183, Remaining: 56
Safe_volume: 45.5750% |█████████████▋                | Time: 00:33 s, Done: 184, Remaining: 57
Safe_volume: 45.5750% |█████████████▋                | Time: 00:34 s, Done: 185, Remaining: 58
Safe_volume: 45.5750% |█████████████▋                | Time: 00:34 s, Done: 186, Remaining: 59
Safe_volume: 45.5750% |█████████████▋                | Time: 00:34 s, Done: 187, Remaining: 60
Safe_volume: 45.5750% |█████████████▋                | Time: 00:34 s, Done: 188, Remaining: 61
Safe_volume: 45.5750% |█████████████▋                | Time: 00:34 s, Done: 189, Remaining: 62
Safe_volume: 45.5750% |█████████████▋                | Time: 00:35 s, Done: 190, Remaining: 63
Safe_volume: 45.5750% |█████████████▋                | Time: 00:35 s, Done: 191, Remaining: 64
Safe_volume: 45.5750% |█████████████▋                | Time: 00:35 s, Done: 192, Remaining: 65
Safe_volume: 45.5750% |█████████████▋                | Time: 00:35 s, Done: 193, Remaining: 66
Safe_volume: 45.5750% |█████████████▋                | Time: 00:35 s, Done: 194, Remaining: 67
Safe_volume: 45.5750% |█████████████▋                | Time: 00:36 s, Done: 195, Remaining: 68
Safe_volume: 45.5750% |█████████████▋                | Time: 00:36 s, Done: 196, Remaining: 69
Safe_volume: 45.5750% |█████████████▋                | Time: 00:36 s, Done: 197, Remaining: 70
Safe_volume: 48.7000% |██████████████▌               | Time: 00:36 s, Done: 197, Remaining: 70
Safe_volume: 48.7000% |██████████████▌               | Time: 00:36 s, Done: 198, Remaining: 69
Safe_volume: 51.8250% |███████████████▌              | Time: 00:36 s, Done: 198, Remaining: 69
Safe_volume: 51.8250% |███████████████▌              | Time: 00:36 s, Done: 199, Remaining: 68
Safe_volume: 51.8250% |███████████████▌              | Time: 00:37 s, Done: 200, Remaining: 69
Safe_volume: 51.8250% |███████████████▌              | Time: 00:37 s, Done: 201, Remaining: 70
Safe_volume: 51.8250% |███████████████▌              | Time: 00:37 s, Done: 202, Remaining: 71
Safe_volume: 51.8250% |███████████████▌              | Time: 00:37 s, Done: 203, Remaining: 72
Safe_volume: 51.8250% |███████████████▌              | Time: 00:37 s, Done: 204, Remaining: 73
Safe_volume: 51.8250% |███████████████▌              | Time: 00:38 s, Done: 205, Remaining: 74
Safe_volume: 51.8250% |███████████████▌              | Time: 00:38 s, Done: 206, Remaining: 75
Safe_volume: 51.8738% |███████████████▌              | Time: 00:38 s, Done: 207, Remaining: 74
Safe_volume: 51.8738% |███████████████▌              | Time: 00:38 s, Done: 208, Remaining: 75
Safe_volume: 51.8738% |███████████████▌              | Time: 00:38 s, Done: 209, Remaining: 76
Safe_volume: 51.8738% |███████████████▌              | Time: 00:38 s, Done: 210, Remaining: 77
Safe_volume: 51.8738% |███████████████▌              | Time: 00:39 s, Done: 211, Remaining: 78
Safe_volume: 51.8738% |███████████████▌              | Time: 00:39 s, Done: 212, Remaining: 79
Safe_volume: 51.8982% |███████████████▌              | Time: 00:39 s, Done: 213, Remaining: 78
Safe_volume: 51.8982% |███████████████▌              | Time: 00:39 s, Done: 214, Remaining: 79
Safe_volume: 51.8982% |███████████████▌              | Time: 00:39 s, Done: 215, Remaining: 80
Safe_volume: 51.8982% |███████████████▌              | Time: 00:39 s, Done: 216, Remaining: 81
Safe_volume: 51.8982% |███████████████▌              | Time: 00:40 s, Done: 216, Remaining: 81
Safe_volume: 51.8982% |███████████████▌              | Time: 00:40 s, Done: 217, Remaining: 82
Safe_volume: 51.8982% |███████████████▌              | Time: 00:40 s, Done: 218, Remaining: 83
Safe_volume: 51.8982% |███████████████▌              | Time: 00:40 s, Done: 219, Remaining: 84
Safe_volume: 51.8982% |███████████████▌              | Time: 00:40 s, Done: 220, Remaining: 85
Safe_volume: 51.8997% |███████████████▌              | Time: 00:40 s, Done: 221, Remaining: 84
Safe_volume: 51.8997% |███████████████▌              | Time: 00:41 s, Done: 222, Remaining: 85
Safe_volume: 51.9974% |███████████████▌              | Time: 00:41 s, Done: 223, Remaining: 84
Safe_volume: 51.9974% |███████████████▌              | Time: 00:41 s, Done: 224, Remaining: 85
Safe_volume: 51.9974% |███████████████▌              | Time: 00:41 s, Done: 225, Remaining: 86
Safe_volume: 51.9974% |███████████████▌              | Time: 00:41 s, Done: 226, Remaining: 87
Safe_volume: 51.9974% |███████████████▌              | Time: 00:41 s, Done: 227, Remaining: 88
Safe_volume: 51.9974% |███████████████▌              | Time: 00:42 s, Done: 228, Remaining: 89
Safe_volume: 52.1927% |███████████████▋              | Time: 00:42 s, Done: 229, Remaining: 88
Safe_volume: 55.3177% |████████████████▌             | Time: 00:42 s, Done: 229, Remaining: 88
Safe_volume: 55.3177% |████████████████▌             | Time: 00:42 s, Done: 230, Remaining: 87
Safe_volume: 58.4427% |█████████████████▌            | Time: 00:42 s, Done: 230, Remaining: 87
Safe_volume: 58.4427% |█████████████████▌            | Time: 00:42 s, Done: 231, Remaining: 86
Safe_volume: 58.4427% |█████████████████▌            | Time: 00:42 s, Done: 232, Remaining: 87
Safe_volume: 58.4915% |█████████████████▌            | Time: 00:42 s, Done: 233, Remaining: 86
Safe_volume: 58.4915% |█████████████████▌            | Time: 00:43 s, Done: 234, Remaining: 87
Safe_volume: 58.5403% |█████████████████▌            | Time: 00:43 s, Done: 235, Remaining: 86
Safe_volume: 58.5403% |█████████████████▌            | Time: 00:43 s, Done: 236, Remaining: 87
Safe_volume: 58.7357% |█████████████████▌            | Time: 00:43 s, Done: 237, Remaining: 86
Safe_volume: 58.7479% |█████████████████▌            | Time: 00:43 s, Done: 238, Remaining: 85
Safe_volume: 58.7479% |█████████████████▌            | Time: 00:43 s, Done: 239, Remaining: 86
Safe_volume: 58.7479% |█████████████████▌            | Time: 00:43 s, Done: 240, Remaining: 87
Safe_volume: 58.7967% |█████████████████▋            | Time: 00:43 s, Done: 241, Remaining: 86
Safe_volume: 58.7967% |█████████████████▋            | Time: 00:44 s, Done: 242, Remaining: 87
Safe_volume: 58.8455% |█████████████████▋            | Time: 00:44 s, Done: 243, Remaining: 86
Safe_volume: 58.8455% |█████████████████▋            | Time: 00:44 s, Done: 244, Remaining: 87
Safe_volume: 59.0408% |█████████████████▋            | Time: 00:44 s, Done: 245, Remaining: 86
Safe_volume: 59.0897% |█████████████████▋            | Time: 00:44 s, Done: 246, Remaining: 85
Safe_volume: 59.1385% |█████████████████▋            | Time: 00:44 s, Done: 247, Remaining: 84
Safe_volume: 59.1385% |█████████████████▋            | Time: 00:44 s, Done: 248, Remaining: 85
Safe_volume: 59.1385% |█████████████████▋            | Time: 00:45 s, Done: 249, Remaining: 86
Safe_volume: 59.1385% |█████████████████▋            | Time: 00:45 s, Done: 250, Remaining: 87
Safe_volume: 59.1400% |█████████████████▋            | Time: 00:45 s, Done: 251, Remaining: 86
Safe_volume: 60.7025% |██████████████████▏           | Time: 00:45 s, Done: 251, Remaining: 86
