,margin_hat_min,g_ibp,unstable_fraction,a_tau,d_eff,input_dim,output_dim,n_param_total,n_nodes,n_gemm_matmul,n_conv,n_relu,n_add,n_mul,n_softmax,n_pow,graph_depth,n_hidden_layers,max_hidden_width,onnx_file_bytes
n_conv,0.20822856003792456,-0.1322492315747402,-0.15835226096705807,0.7368629459133447,-0.2486211537651753,-0.15881004940049975,0.280183774358619,0.5303605884204062,0.3798672939816595,-0.8595134620997962,1.0,0.7983394422966488,-0.3296194980565575,-0.2364278910116966,-0.2364278910116966,-0.2722508450716568,0.6236292983498708,0.7990696086360551,0.8189161588290818,0.6101547038097216
n_relu,-0.09981137731310052,0.0213142893599816,-0.15546785081494768,0.6670078432615802,-0.23419941965089763,-0.11953484682221027,0.24026274400694797,0.45978856096751003,0.5252431979212097,-0.4835397899722491,0.7983394422966488,1.0,-0.12183154132389727,-0.41616935520772613,-0.41616935520772613,-0.4792262797904189,0.7758731755574004,0.9928697475713478,0.5608640843596503,0.6585729486139283
n_add,-0.15934668448124883,0.03253731857567286,0.3970068039220563,-0.3432886605134917,0.43545692073023434,0.26689828593347664,0.466819595550811,0.02849107701042661,0.5787989497528387,0.5132770481656065,-0.3296194980565575,-0.12183154132389727,1.0,0.6616229831841607,0.6616229831841607,-0.1312110165344245,0.409960479637276,-0.15726764719677494,-0.19171488594209718,0.1056077794048771
n_mul,0.1204548078374584,-0.3213161159863761,0.38688668190623426,-0.31305710758251665,0.2416960468928473,0.06285708789998838,0.5596167355385798,0.04755792004897602,0.4108869062417861,0.25796921002867335,-0.2364278910116966,-0.41616935520772613,0.6616229831841607,1.0,1.0,-0.09411440797538001,0.16436956044364248,-0.4658193395753442,-0.013493809886256685,0.10732106806386371
n_softmax,0.1204548078374584,-0.3213161159863761,0.38688668190623426,-0.31305710758251665,0.2416960468928473,0.06285708789998838,0.5596167355385798,0.04755792004897602,0.4108869062417861,0.25796921002867335,-0.2364278910116966,-0.41616935520772613,0.6616229831841607,1.0,1.0,-0.09411440797538001,0.16436956044364248,-0.4658193395753442,-0.013493809886256685,0.10732106806386371
n_pow,0.47528774451951905,0.0,-0.4608690725599713,-0.32154098151092647,0.42182834792411183,0.35142988461120933,-0.6289178555847431,0.17944454176895744,-0.44256923885884425,-0.029175147775753633,-0.2722508450716568,-0.4792262797904189,-0.1312110165344245,-0.09411440797538001,-0.09411440797538001,1.0,-0.5192257713677909,-0.3790897512376209,-0.1262474421553871,
graph_depth,0.06162386896727923,-0.23336535254202628,0.0848468984144427,0.3834554594371222,-0.14154571959109133,0.07013785697340542,0.6982558871529478,0.5097577607095625,0.9230162621889351,-0.20031448810023325,0.6236292983498708,0.7758731755574004,0.409960479637276,0.16436956044364248,0.16436956044364248,-0.5192257713677909,1.0,0.7344191357886544,0.5642773239531556,0.7496352066040989
n_hidden_layers,-0.07147565324863031,0.0337044726738519,-0.23785535562990254,0.6784612796919877,-0.181069221567119,-0.10992625236689861,0.15221619330920858,0.4905776705581637,0.4793622091568913,-0.5135845342095788,0.7990696086360551,0.9928697475713478,-0.15726764719677494,-0.4658193395753442,-0.4658193395753442,-0.3790897512376209,0.7344191357886544,1.0,0.5540265407871883,0.6585729486139283
max_hidden_width,0.38881800511472675,-0.17195540883202867,-0.01547098135390535,0.5050652479453454,-0.1609991003797016,0.20669362973601968,0.3715384068854,0.7812848859579561,0.3795658588452174,-0.7271888947385129,0.8189161588290818,0.5608640843596503,-0.19171488594209718,-0.013493809886256685,-0.013493809886256685,-0.1262474421553871,0.5642773239531556,0.5540265407871883,1.0,0.8047310247012066
onnx_file_bytes,0.4001634025107649,-0.1515438419204574,-0.22508955145864548,0.36128610108195214,0.09595838039997133,0.3575467002675432,0.31092471852070325,0.9937029102863808,0.6210326992298606,-0.37911229675408775,0.6101547038097216,0.6585729486139283,0.1056077794048771,0.10732106806386371,0.10732106806386371,,0.7496352066040989,0.6585729486139283,0.8047310247012066,1.0
